City,Colors Reported,Shape Reported,State,Time,Location
Whitney,,FORMATION,TX,6/30/1985 2:30,"Whitney,TX"
Jasper,,,MO,6/30/1985 12:00,"Jasper,MO"
Big Bend National Park,,,TX,6/30/1985 13:00,"Big Bend National Park,TX"
Harlan,,DISK,IN,6/30/1985 17:00,"Harlan,IN"
Katy,,TRIANGLE,TX,6/30/1985 18:00,"Katy,TX"
Paterson,,DISK,NJ,6/30/1985 18:00,"Paterson,NJ"
Eustis,,LIGHT,FL,6/30/1985 18:30,"Eustis,FL"
White Plains,,CHEVRON,NY,6/30/1985 20:00,"White Plains,NY"
,,,AZ,6/30/1985 21:30,
Alvordon,RED,LIGHT,OH,6/30/1985 22:00,"Alvordon,OH"
San Diego,,LIGHT,CA,6/30/1985 22:45,"San Diego,CA"
Sterling,,CIRCLE,VA,6/30/1985 23:00,"Sterling,VA"
I don't know,ORANGE,SPHERE,MO,6/30/1985 23:30,"I don't know,MO"
Los Alamitos,,VARIOUS,CA,7/1/1985 19:00,"Los Alamitos,CA"
Marysville,,,WA,7/1/1985 20:30,"Marysville,WA"
Great Neck,,RECTANGLE,NY,7/1/1985 22:00,"Great Neck,NY"
Magnolia,,EGG,NJ,7/1/1985 22:00,"Magnolia,NJ"
Golden Pond,,CIGAR,KY,7/4/1985 15:00,"Golden Pond,KY"
Hardy,,TRIANGLE,AR,7/4/1985 21:00,"Hardy,AR"
Peekskill,ORANGE,TRIANGLE,NY,7/5/1985 21:00,"Peekskill,NY"
Yosemite National Park,,LIGHT,CA,7/5/1985 21:30,"Yosemite National Park,CA"
Kona,GREEN,TRIANGLE,HI,7/6/1985 4:00,"Kona,HI"
Presidio,,OTHER,TX,7/7/1985 21:00,"Presidio,TX"
Eatonton,,FORMATION,GA,7/7/1985 23:00,"Eatonton,GA"
Yosemite Forest,,EGG,CA,7/7/1985 23:30,"Yosemite Forest,CA"
Flint,,TRIANGLE,MI,7/10/1985 18:30,"Flint,MI"
Plant City,,TRIANGLE,FL,7/10/1985 22:00,"Plant City,FL"
Haledon,,CHEVRON,NJ,7/13/1985 22:00,"Haledon,NJ"
Carlsbad,,LIGHT,NM,7/14/1985 23:00,"Carlsbad,NM"
Greenville,,DISK,VA,7/15/1985 7:15,"Greenville,VA"
Phoenix,,SPHERE,AZ,7/15/1985 13:00,"Phoenix,AZ"
Belle Chasse,,OTHER,LA,7/15/1985 20:30,"Belle Chasse,LA"
Birch Bay,,DISK,WA,7/15/1985 21:00,"Birch Bay,WA"
Holmdel,,VARIOUS,NJ,7/15/1985 21:30,"Holmdel,NJ"
Trumbull,RED,,CT,7/15/1985 21:30,"Trumbull,CT"
Georgetown,,TRIANGLE,TX,7/15/1985 23:00,"Georgetown,TX"
Georgetown,GREEN,TRIANGLE,TX,7/15/1985 23:00,"Georgetown,TX"
Griffith,,OTHER,IN,7/16/1985 21:00,"Griffith,IN"
Copalis Beach,,DISK,WA,7/19/1985 22:30,"Copalis Beach,WA"
Ironton,,LIGHT,MO,7/20/1985 23:00,"Ironton,MO"
Concord,RED GREEN,OVAL,CA,7/21/1985 21:00,"Concord,CA"
Mercer Island,,DIAMOND,WA,7/23/1985 0:00,"Mercer Island,WA"
Del Rio,,DIAMOND,TX,7/24/1985 21:00,"Del Rio,TX"
Arlington,,CIGAR,TX,7/28/1985 3:15,"Arlington,TX"
Woodside,,CIRCLE,CA,7/30/1985 23:45,"Woodside,CA"
San Carlos,,LIGHT,CA,7/31/1985 22:30,"San Carlos,CA"
Cimarron,,CIRCLE,NM,8/1/1985 1:00,"Cimarron,NM"
Alexandria,,TRIANGLE,MN,8/1/1985 13:00,"Alexandria,MN"
Black Diamond,,OTHER,WA,8/1/1985 20:00,"Black Diamond,WA"
Wilburton,,OTHER,OK,8/1/1985 22:00,"Wilburton,OK"
Kirkland,,LIGHT,IL,8/10/1985 22:00,"Kirkland,IL"
North Tonawanda,,DISK,NY,8/12/1985 0:42,"North Tonawanda,NY"
Sagamore Hills,,RECTANGLE,OH,8/15/1985 2:00,"Sagamore Hills,OH"
Arlington,,TRIANGLE,WA,8/15/1985 3:00,"Arlington,WA"
Winnemucca,,OTHER,NV,8/15/1985 12:00,"Winnemucca,NV"
Ramona,,FORMATION,CA,8/15/1985 13:00,"Ramona,CA"
Eau Claire,,CIGAR,WI,8/15/1985 20:00,"Eau Claire,WI"
South Nags Head,,TRIANGLE,NC,8/15/1985 20:00,"South Nags Head,NC"
Houston,GREEN,TRIANGLE,TX,8/15/1985 21:30,"Houston,TX"
Garden City,,CIRCLE,SC,8/15/1985 23:00,"Garden City,SC"
Columbia,,OTHER,AL,8/16/1985 19:00,"Columbia,AL"
Levittown,RED,TRIANGLE,PA,8/20/1985 0:00,"Levittown,PA"
Tarryall Reservoir,,SPHERE,CO,8/20/1985 1:00,"Tarryall Reservoir,CO"
Hamilton,,OVAL,OH,8/20/1985 19:30,"Hamilton,OH"
Kelseyville,,LIGHT,CA,8/20/1985 21:00,"Kelseyville,CA"
Friendship,,RECTANGLE,NY,8/20/1985 22:00,"Friendship,NY"
Mechanics Town,,DISK,NY,8/24/1985 0:00,"Mechanics Town,NY"
Allenspark,,LIGHT,CO,8/25/1985 22:30,"Allenspark,CO"
Rockland,,DISK,NY,9/1/1985 9:00,"Rockland,NY"
Pendleton,,RECTANGLE,OR,9/1/1985 13:30,"Pendleton,OR"
Waterbury,,OVAL,CT,9/1/1985 19:00,"Waterbury,CT"
Wappingers Falls,,FORMATION,NY,9/1/1985 21:00,"Wappingers Falls,NY"
Juneau,,CIRCLE,AK,9/5/1985 1:30,"Juneau,AK"
Rutland,,TRIANGLE,VT,9/5/1985 2:15,"Rutland,VT"
Kaunakakai,,EGG,HI,9/12/1985 16:10,"Kaunakakai,HI"
La Veta,,CIRCLE,CO,9/12/1985 23:43,"La Veta,CO"
Downingtown,,DISK,PA,9/14/1985 22:00,"Downingtown,PA"
Beacon Falls,,LIGHT,CT,9/15/1985 19:00,"Beacon Falls,CT"
Annandale,,OVAL,NY,9/15/1985 21:15,"Annandale,NY"
Green River,,LIGHT,WY,9/15/1985 23:00,"Green River,WY"
Coconut Creek,,DISK,FL,9/20/1985 16:00,"Coconut Creek,FL"
Austin,,CHEVRON,TX,9/26/1985 21:25,"Austin,TX"
Sparta,,CIRCLE,WI,9/28/1985 18:30,"Sparta,WI"
Amherst,,RECTANGLE,MA,9/30/1985 6:00,"Amherst,MA"
Brandon,,TRIANGLE,FL,10/1/1985 0:00,"Brandon,FL"
Holton,,LIGHT,MI,10/1/1985 5:30,"Holton,MI"
Monroe,,SPHERE,NC,10/1/1985 5:30,"Monroe,NC"
Jefferson,,TRIANGLE,OH,10/1/1985 21:30,"Jefferson,OH"
Santa Margarita,,OTHER,CA,10/1/1985 21:30,"Santa Margarita,CA"
Lawrence,,SPHERE,KS,10/1/1985 22:45,"Lawrence,KS"
Swansboro,,DISK,NC,10/12/1985 23:45,"Swansboro,NC"
San Ramon,,DISK,CA,10/15/1985 0:00,"San Ramon,CA"
Cleveland,,DIAMOND,OH,10/15/1985 7:00,"Cleveland,OH"
Hixson,ORANGE,OTHER,TN,10/15/1985 19:00,"Hixson,TN"
Hartford city,,TRIANGLE,IN,10/15/1985 20:00,"Hartford city,IN"
Camden,,DISK,SC,10/15/1985 22:00,"Camden,SC"
Throop,,OVAL,PA,10/20/1985 5:00,"Throop,PA"
Moorestown,,OVAL,NJ,10/20/1985 19:00,"Moorestown,NJ"
New York City,,SPHERE,NY,10/22/1985 20:00,"New York City,NY"
Hawthorne,,TRIANGLE,CA,10/25/1985 1:00,"Hawthorne,CA"
North Hollywood,,SPHERE,CA,10/25/1985 22:00,"North Hollywood,CA"
New York City,,DISK,NY,10/31/1985 20:30,"New York City,NY"
Plan,,TRIANGLE,TX,11/1/1985 20:00,"Plan,TX"
Patterson,,CIGAR,NY,11/2/1985 1:00,"Patterson,NY"
Lou  Costello Recreation Center,,CIRCLE,CA,11/10/1985 19:00,"Lou  Costello Recreation Center,CA"
Sacramento,,FORMATION,CA,11/13/1985 20:00,"Sacramento,CA"
Vernon Valley,,OTHER,NJ,11/15/1985 20:30,"Vernon Valley,NJ"
South Milwaukee,,LIGHT,WI,11/20/1985 0:00,"South Milwaukee,WI"
Cedar Grove,GREEN,SPHERE,WI,11/20/1985 4:18,"Cedar Grove,WI"
Big Cane,GREEN,LIGHT,LA,11/20/1985 22:30,"Big Cane,LA"
Edna,,,TX,11/25/1985 0:00,"Edna,TX"
Eatonton,,DISK,GA,11/26/1985 4:30,"Eatonton,GA"
Monterey Bay Area,,FORMATION,CA,12/1/1985 14:00,"Monterey Bay Area,CA"
Walden,,OVAL,NY,12/3/1985 18:15,"Walden,NY"
Manaus-Amazonas,,EGG,AL,12/5/1985 5:00,"Manaus-Amazonas,AL"
Auburn,,,AL,12/15/1985 17:30,"Auburn,AL"
Savannah,RED GREEN BLUE,TRIANGLE,GA,12/15/1985 23:00,"Savannah,GA"
Buckner,,TRIANGLE,MO,12/16/1985 18:00,"Buckner,MO"
Vallejo,,TRIANGLE,CA,12/16/1985 19:00,"Vallejo,CA"
West Yarmouth,,DIAMOND,MA,12/20/1985 22:00,"West Yarmouth,MA"
Ridgefield,,CIRCLE,CT,12/25/1985 22:00,"Ridgefield,CT"
Crestwood,,OVAL,KY,1/1/1986 3:00,"Crestwood,KY"
South Yarmouth,,CIRCLE,MA,1/15/1986 22:00,"South Yarmouth,MA"
Lido Beach,,CIRCLE,NY,1/16/1986 9:10,"Lido Beach,NY"
NASA,,OVAL,FL,1/28/1986 0:00,"NASA,FL"
Clarkton,,CIGAR,NC,1/28/1986 13:00,"Clarkton,NC"
Old Fort,,RECTANGLE,NC,1/29/1986 20:00,"Old Fort,NC"
Victor,,CIRCLE,MT,1/29/1986 21:30,"Victor,MT"
Van Nuys,,CONE,CA,2/6/1986 2:05,"Van Nuys,CA"
Fort Leonard Wood,,FORMATION,MO,2/12/1986 16:00,"Fort Leonard Wood,MO"
Mercedes,,OVAL,TX,2/14/1986 8:15,"Mercedes,TX"
Los Gatos,,DISK,CA,2/15/1986 17:00,"Los Gatos,CA"
West Palm Beach,,TRIANGLE,FL,2/15/1986 21:00,"West Palm Beach,FL"
Portsmouth,,OTHER,VA,2/22/1986 21:00,"Portsmouth,VA"
Nevada,,CIRCLE,NV,2/25/1986 22:00,"Nevada,NV"
Victor,,CIRCLE,MT,2/28/1986 6:00,"Victor,MT"
Middle Smithfield Township,,TRIANGLE,PA,3/10/1986 0:45,"Middle Smithfield Township,PA"
Delray Beach,,DISK,FL,3/15/1986 0:00,"Delray Beach,FL"
St. Petersburg,,,FL,3/15/1986 10:30,"St. Petersburg,FL"
Midway,,LIGHT,GA,3/15/1986 15:40,"Midway,GA"
Los Angeles,,TRIANGLE,CA,3/25/1986 7:45,"Los Angeles,CA"
Alamo,,RECTANGLE,NV,3/29/1986 19:30,"Alamo,NV"
Chicago,,SPHERE,IL,4/1/1986 14:30,"Chicago,IL"
Red Lodge,,,MT,4/1/1986 22:00,"Red Lodge,MT"
Brownsville,,DISK,TX,4/1/1986 22:15,"Brownsville,TX"
Mt. Gilead,,OVAL,OH,4/2/1986 21:30,"Mt. Gilead,OH"
Knoxville,,RECTANGLE,TN,4/4/1986 23:00,"Knoxville,TN"
Palm Springs,,DISK,CA,4/10/1986 12:00,"Palm Springs,CA"
Oak Lawn,,OTHER,IL,4/12/1986 13:00,"Oak Lawn,IL"
Julian,RED BLUE,OTHER,CA,4/15/1986 0:30,"Julian,CA"
Lubbock,,OTHER,TX,4/15/1986 15:00,"Lubbock,TX"
Hayward,,DISK,CA,4/15/1986 17:00,"Hayward,CA"
Lafayette,,LIGHT,LA,4/15/1986 21:50,"Lafayette,LA"
Marysville,,,CA,4/21/1986 18:30,"Marysville,CA"
Bensalem,,FORMATION,PA,5/1/1986 19:00,"Bensalem,PA"
Jefferson,,SPHERE,CO,5/1/1986 19:00,"Jefferson,CO"
Vine Grove,,OVAL,KY,5/1/1986 21:00,"Vine Grove,KY"
Fortuna,,TRIANGLE,CA,5/4/1986 12:30,"Fortuna,CA"
Crab Orchard,BLUE,LIGHT,KY,5/10/1986 21:30,"Crab Orchard,KY"
Dade City,,TRIANGLE,FL,5/12/1986 20:45,"Dade City,FL"
Midwest City,,,OK,5/15/1986 2:00,"Midwest City,OK"
Jefferson,RED,SPHERE,CO,5/15/1986 8:00,"Jefferson,CO"
New York City,,CHEVRON,NY,5/15/1986 17:40,"New York City,NY"
Tompkinsville,,TRIANGLE,KY,5/15/1986 22:00,"Tompkinsville,KY"
Trimmer,,VARIOUS,CA,5/18/1986 20:30,"Trimmer,CA"
Adak,,LIGHT,AK,6/1/1986 0:00,"Adak,AK"
South Windsor,,CIRCLE,CT,6/1/1986 0:00,"South Windsor,CT"
Euclid,,OTHER,OH,6/1/1986 1:00,"Euclid,OH"
Atlanta,ORANGE,SPHERE,GA,6/1/1986 2:00,"Atlanta,GA"
Schertz,,OVAL,TX,6/1/1986 3:00,"Schertz,TX"
Plainview,,EGG,TX,6/1/1986 5:00,"Plainview,TX"
Los Angeles,,TRIANGLE,CA,6/1/1986 12:00,"Los Angeles,CA"
Flint,,,MI,6/1/1986 19:00,"Flint,MI"
Greenbelt,,,MD,6/1/1986 19:00,"Greenbelt,MD"
New York City,,TRIANGLE,NY,6/1/1986 19:00,"New York City,NY"
Port Isable,,CIRCLE,TX,6/1/1986 20:00,"Port Isable,TX"
Milpitas,,LIGHT,CA,6/1/1986 22:00,"Milpitas,CA"
Tawas City,,TRIANGLE,MI,6/1/1986 22:00,"Tawas City,MI"
Jay,,,FL,6/1/1986 23:00,"Jay,FL"
Memphis,,TRIANGLE,TN,6/1/1986 23:00,"Memphis,TN"
New Orleans,,LIGHT,LA,6/1/1986 23:00,"New Orleans,LA"
Brooksville,,OTHER,FL,6/6/1986 1:00,"Brooksville,FL"
St. Louis,,,MO,6/6/1986 16:30,"St. Louis,MO"
Panama City,,OTHER,FL,6/7/1986 19:00,"Panama City,FL"
Conroe,,DISK,TX,6/7/1986 22:00,"Conroe,TX"
Louisville,,CIGAR,KY,6/9/1986 16:00,"Louisville,KY"
Severn,,TRIANGLE,MD,6/10/1986 21:00,"Severn,MD"
Colorado Springs,,SPHERE,CO,6/14/1986 18:30,"Colorado Springs,CO"
Allegan,,OTHER,MI,6/14/1986 19:00,"Allegan,MI"
New Rochelle,RED,TRIANGLE,NY,6/14/1986 20:00,"New Rochelle,NY"
Fairdale,,,WV,6/15/1986 0:00,"Fairdale,WV"
Gary,,OTHER,IN,6/15/1986 3:00,"Gary,IN"
Chilton,,TRIANGLE,WI,6/15/1986 13:00,"Chilton,WI"
Milan,,DISK,OH,6/15/1986 16:00,"Milan,OH"
Princeton,,OTHER,SC,6/15/1986 21:00,"Princeton,SC"
Ontario,,OTHER,CA,6/15/1986 22:30,"Ontario,CA"
Gary,GREEN,,IN,6/15/1986 23:30,"Gary,IN"
Tucson,,FIREBALL,AZ,6/20/1986 17:30,"Tucson,AZ"
Teller,RED GREEN,OVAL,AK,6/20/1986 23:30,"Teller,AK"
Kentucy Lake  area,,TRIANGLE,KY,6/21/1986 0:00,"Kentucy Lake  area,KY"
Shelton,,CIRCLE,WA,6/25/1986 3:15,"Shelton,WA"
Tampa,,LIGHT,FL,6/29/1986 1:30,"Tampa,FL"
Jonesboro,,DISK,AR,6/30/1986 12:00,"Jonesboro,AR"
Seattle,,OTHER,WA,6/30/1986 14:00,"Seattle,WA"
Glidden,,DISK,IA,7/1/1986 16:00,"Glidden,IA"
Nevada City,,DISK,CA,7/1/1986 19:00,"Nevada City,CA"
Fairfield,,CIGAR,IA,7/2/1986 20:00,"Fairfield,IA"
Louisville,,CIRCLE,KY,7/4/1986 22:00,"Louisville,KY"
Lincoln,,LIGHT,NE,7/4/1986 23:30,"Lincoln,NE"
Bayside,,DIAMOND,NY,7/5/1986 21:00,"Bayside,NY"
Waynesburg,,DIAMOND,PA,7/13/1986 17:00,"Waynesburg,PA"
Phoenix,,FIREBALL,AZ,7/13/1986 18:00,"Phoenix,AZ"
Chicago,,OVAL,IL,7/15/1986 3:00,"Chicago,IL"
Las Vegas,,VARIOUS,NM,7/15/1986 7:30,"Las Vegas,NM"
Lake Elsinore,,DISK,CA,7/15/1986 11:00,"Lake Elsinore,CA"
Palos Verdes Peninsula,,RECTANGLE,CA,7/15/1986 17:30,"Palos Verdes Peninsula,CA"
Albuquerque,,CHEVRON,NM,7/15/1986 19:30,"Albuquerque,NM"
Smith,RED,,KY,7/15/1986 21:00,"Smith,KY"
East Sparta,,OTHER,OH,7/15/1986 22:00,"East Sparta,OH"
Pecos,,OTHER,NM,7/15/1986 22:00,"Pecos,NM"
Tucson,,LIGHT,AZ,7/20/1986 1:00,"Tucson,AZ"
San Marcos,RED YELLOW BLUE,RECTANGLE,TX,7/20/1986 3:30,"San Marcos,TX"
New Haven,,TRIANGLE,CT,7/20/1986 23:30,"New Haven,CT"
Apple Valley,,TRIANGLE,CA,7/23/1986 19:00,"Apple Valley,CA"
Austin,,OVAL,TX,7/30/1986 16:00,"Austin,TX"
Kingwood,,DIAMOND,TX,7/31/1986 21:00,"Kingwood,TX"
Lawton,,DIAMOND,MI,8/1/1986 0:00,"Lawton,MI"
Page,,SPHERE,AZ,8/1/1986 0:00,"Page,AZ"
Lubbock,,RECTANGLE,TX,8/1/1986 15:00,"Lubbock,TX"
Marcellus,,TRIANGLE,MI,8/1/1986 20:00,"Marcellus,MI"
Jamestown,,TRIANGLE,OH,8/1/1986 22:00,"Jamestown,OH"
Bankson Lake,,TRIANGLE,MI,8/1/1986 22:30,"Bankson Lake,MI"
Tuolumne,RED,DISK,CA,8/2/1986 23:00,"Tuolumne,CA"
Harrisonburg,,,LA,8/4/1986 0:00,"Harrisonburg,LA"
Hutchinson,,TRIANGLE,KS,8/6/1986 2:00,"Hutchinson,KS"
Girard,,FIREBALL,OH,8/8/1986 1:30,"Girard,OH"
Russells Point,,TRIANGLE,OH,8/13/1986 23:00,"Russells Point,OH"
Inez,,CHEVRON,KY,8/14/1986 11:55,"Inez,KY"
Ogden,,CIGAR,UT,8/15/1986 13:30,"Ogden,UT"
Spokane,,TRIANGLE,WA,8/15/1986 18:00,"Spokane,WA"
Stillwater,,,OK,8/15/1986 21:30,"Stillwater,OK"
Seattle,RED,DISK,WA,8/15/1986 22:00,"Seattle,WA"
Newberg,,TRIANGLE,OR,8/15/1986 23:25,"Newberg,OR"
Decatur,,SPHERE,IN,8/15/1986 23:55,"Decatur,IN"
Del Rio,,TRIANGLE,TX,8/16/1986 21:00,"Del Rio,TX"
Myrtle Beach,,SPHERE,SC,8/20/1986 0:30,"Myrtle Beach,SC"
Anchorage,,DISK,AK,8/20/1986 2:00,"Anchorage,AK"
Eldon,RED,OTHER,MO,8/20/1986 22:00,"Eldon,MO"
Danville,,TRIANGLE,VA,8/24/1986 0:00,"Danville,VA"
Maysville,,TRIANGLE,GA,9/1/1986 0:00,"Maysville,GA"
Oak Harbor,,OTHER,WA,9/1/1986 15:00,"Oak Harbor,WA"
Virginia Beach,,,VA,9/1/1986 20:00,"Virginia Beach,VA"
Calypso,RED YELLOW,SPHERE,NC,9/11/1986 22:00,"Calypso,NC"
New York City,,SPHERE,NY,9/15/1986 3:00,"New York City,NY"
Tyler,,OTHER,TX,9/15/1986 20:00,"Tyler,TX"
Calypso,RED YELLOW,OTHER,NC,9/15/1986 22:00,"Calypso,NC"
Redding,RED,CIGAR,CA,9/15/1986 22:30,"Redding,CA"
Wingdale,,OTHER,NY,9/15/1986 22:30,"Wingdale,NY"
New Ellington,,OTHER,SC,9/16/1986 18:00,"New Ellington,SC"
Owensboro,,CYLINDER,KY,9/18/1986 16:00,"Owensboro,KY"
Colts Neck,,FIREBALL,NJ,9/18/1986 20:30,"Colts Neck,NJ"
Portsmouth,,,VA,9/19/1986 19:00,"Portsmouth,VA"
Tucson,BLUE,,AZ,9/20/1986 23:50,"Tucson,AZ"
Jasper,,TRIANGLE,GA,9/21/1986 6:30,"Jasper,GA"
Fredericksburg,ORANGE,TRIANGLE,VA,9/22/1986 16:00,"Fredericksburg,VA"
Klamath Falls,,CIRCLE,OR,10/1/1986 1:00,"Klamath Falls,OR"
N. Ridgeville,GREEN,TRIANGLE,OH,10/1/1986 22:00,"N. Ridgeville,OH"
Wheeling,,LIGHT,WV,10/1/1986 22:00,"Wheeling,WV"
Bakersfield,,CIRCLE,CA,10/3/1986 21:00,"Bakersfield,CA"
Cresson,ORANGE GREEN,DISK,PA,10/3/1986 21:00,"Cresson,PA"
Holmes,,CHEVRON,NY,10/10/1986 20:00,"Holmes,NY"
San Jose,GREEN,LIGHT,CA,10/14/1986 20:30,"San Jose,CA"
Orangeburg,,CYLINDER,SC,10/15/1986 2:00,"Orangeburg,SC"
Salem,,CIGAR,OR,10/15/1986 2:30,"Salem,OR"
Pinson,ORANGE,CIRCLE,AL,10/15/1986 14:00,"Pinson,AL"
Bellevue,ORANGE,DISK,WA,10/15/1986 18:00,"Bellevue,WA"
Knoxville,,DISK,TN,10/15/1986 19:00,"Knoxville,TN"
Petaluma,,DISK,CA,10/15/1986 19:00,"Petaluma,CA"
Ridgecrest,,DISK,CA,10/15/1986 19:20,"Ridgecrest,CA"
Fayettville,,DIAMOND,TN,10/15/1986 21:00,"Fayettville,TN"
Onyx,,FIREBALL,CA,10/15/1986 22:00,"Onyx,CA"
Eglin AFB,,DISK,FL,10/17/1986 17:00,"Eglin AFB,FL"
Bartlesville,,OTHER,OK,10/17/1986 18:00,"Bartlesville,OK"
Raleigh,,TRIANGLE,NC,10/20/1986 19:00,"Raleigh,NC"
Selma,,LIGHT,NC,10/22/1986 22:00,"Selma,NC"
Decatur,,TRIANGLE,IA,10/26/1986 13:30,"Decatur,IA"
Decatur City,,TRIANGLE,IA,10/30/1986 13:30,"Decatur City,IA"
Riverdale,,OTHER,GA,10/31/1986 3:00,"Riverdale,GA"
Landaff,,TRIANGLE,NH,11/1/1986 22:50,"Landaff,NH"
Martinsburg,,OVAL,WV,11/1/1986 23:45,"Martinsburg,WV"
Arvada,BLUE,SPHERE,CO,11/3/1986 20:30,"Arvada,CO"
Grass Valley,,DISK,CA,11/10/1986 23:55,"Grass Valley,CA"
Ft. Richardson,,,AK,11/15/1986 0:00,"Ft. Richardson,AK"
Girdwood,ORANGE,SPHERE,AK,11/15/1986 14:30,"Girdwood,AK"
Savannah,,LIGHT,GA,11/15/1986 21:00,"Savannah,GA"
Plains,GREEN,OTHER,MT,11/15/1986 23:00,"Plains,MT"
North Laguna Beach,,DISK,CA,11/21/1986 18:30,"North Laguna Beach,CA"
New Windsor,,TRIANGLE,MD,11/23/1986 5:45,"New Windsor,MD"
Ocala,RED,RECTANGLE,FL,12/1/1986 22:00,"Ocala,FL"
Pocahontas,RED,LIGHT,AR,12/12/1986 20:00,"Pocahontas,AR"
Attleboro,,DISK,MA,12/15/1986 20:30,"Attleboro,MA"
Ocala,,TRIANGLE,FL,12/24/1986 22:00,"Ocala,FL"
Pittsburgh,,TRIANGLE,PA,12/27/1986 10:30,"Pittsburgh,PA"
Kaneohe,,CIGAR,HI,12/31/1986 18:00,"Kaneohe,HI"
Mt. Airy,,FORMATION,NC,12/31/1986 19:00,"Mt. Airy,NC"
Mt. Airy,,TRIANGLE,NC,12/31/1986 19:00,"Mt. Airy,NC"
Houston,,FORMATION,TX,12/31/1986 21:00,"Houston,TX"
Castro Valley,,OVAL,CA,1/1/1987 0:00,"Castro Valley,CA"
Salem,RED,SPHERE,OR,1/1/1987 0:00,"Salem,OR"
El Centro,RED,SPHERE,CA,1/10/1987 17:00,"El Centro,CA"
Montgomery,,CIGAR,AL,1/13/1987 0:00,"Montgomery,AL"
Ojai,,,CA,1/15/1987 0:00,"Ojai,CA"
Elkader,,OTHER,IA,1/15/1987 1:45,"Elkader,IA"
Las Vegas,,DISK,NV,1/29/1987 22:00,"Las Vegas,NV"
East Meadow,,VARIOUS,NY,1/30/1987 13:00,"East Meadow,NY"
Kenai,,LIGHT,AK,1/30/1987 21:00,"Kenai,AK"
Black Hawk,RED YELLOW,SPHERE,CO,1/31/1987 17:04,"Black Hawk,CO"
Lucas,,OTHER,TX,2/1/1987 14:00,"Lucas,TX"
Traverse City,,TRIANGLE,MI,2/3/1987 8:30,"Traverse City,MI"
Laurel Springs,,RECTANGLE,NJ,2/6/1987 13:00,"Laurel Springs,NJ"
Bessemer,,,AL,2/20/1987 1:30,"Bessemer,AL"
Revere,,LIGHT,MA,3/1/1987 1:00,"Revere,MA"
Weaverville,,TRIANGLE,NC,3/1/1987 19:00,"Weaverville,NC"
Evansville,,LIGHT,IN,3/5/1987 3:00,"Evansville,IN"
Ghent,,EGG,WV,3/8/1987 12:27,"Ghent,WV"
Medford,,FORMATION,NY,3/10/1987 20:00,"Medford,NY"
Scottsdale,,LIGHT,AZ,3/15/1987 3:00,"Scottsdale,AZ"
New York City,,CHEVRON,NY,3/17/1987 21:00,"New York City,NY"
Apache Junction,,VARIOUS,AZ,3/23/1987 0:55,"Apache Junction,AZ"
East Helena,,TRIANGLE,MT,3/31/1987 23:00,"East Helena,MT"
Stamps,,CHEVRON,AR,4/1/1987 18:00,"Stamps,AR"
Malibu,,FIREBALL,CA,4/1/1987 21:30,"Malibu,CA"
Lawrenceville,,OTHER,NJ,4/9/1987 19:20,"Lawrenceville,NJ"
New York City,,TRIANGLE,NY,4/10/1987 13:00,"New York City,NY"
Carolina Beach,,CIGAR,NC,4/11/1987 22:00,"Carolina Beach,NC"
Butler,,OTHER,PA,4/14/1987 12:00,"Butler,PA"
Seal Rock,,SPHERE,OR,4/15/1987 16:00,"Seal Rock,OR"
Clearwater,,OTHER,FL,4/16/1987 15:30,"Clearwater,FL"
American Fork,,FORMATION,UT,4/17/1987 12:00,"American Fork,UT"
Carolina Beach,,CIGAR,NC,4/19/1987 22:30,"Carolina Beach,NC"
Hibbing,,CIRCLE,MN,4/21/1987 22:30,"Hibbing,MN"
Rockford,ORANGE,SPHERE,IL,4/22/1987 23:30,"Rockford,IL"
Redmond,RED,CIGAR,WA,4/23/1987 20:30,"Redmond,WA"
Seattle,ORANGE,VARIOUS,WA,4/24/1987 20:15,"Seattle,WA"
Winslow,,,ME,5/1/1987 23:00,"Winslow,ME"
Natick,,DISK,MA,5/5/1987 21:00,"Natick,MA"
El Paso,,DISK,TX,5/6/1987 18:15,"El Paso,TX"
Marble Falls,,CIRCLE,TX,5/8/1987 0:00,"Marble Falls,TX"
Selden,,OTHER,NY,5/10/1987 23:30,"Selden,NY"
Wales,,LIGHT,NY,5/10/1987 23:30,"Wales,NY"
Whitesburg,,RECTANGLE,KY,5/14/1987 20:45,"Whitesburg,KY"
Las Vegas,,OVAL,NV,5/15/1987 0:30,"Las Vegas,NV"
Island Lake,RED,LIGHT,IL,5/15/1987 23:00,"Island Lake,IL"
Temple,,CIGAR,TX,5/15/1987 23:00,"Temple,TX"
Evansville,,OTHER,IN,5/18/1987 22:30,"Evansville,IN"
Galveston,,VARIOUS,TX,5/20/1987 2:00,"Galveston,TX"
Mcpherson,,TRIANGLE,KS,5/20/1987 22:00,"Mcpherson,KS"
San Antonio,,DISK,TX,5/21/1987 2:00,"San Antonio,TX"
Schenectady,,CHEVRON,NY,5/28/1987 19:00,"Schenectady,NY"
Burnside,,CIRCLE,KY,5/28/1987 20:30,"Burnside,KY"
Iowa,,,LA,6/1/1987 0:00,"Iowa,LA"
Kittery,,,ME,6/1/1987 0:00,"Kittery,ME"
Coos Bay,,DISK,OR,6/1/1987 1:00,"Coos Bay,OR"
San Francisco,,OTHER,CA,6/1/1987 2:30,"San Francisco,CA"
Olympia,,EGG,WA,6/1/1987 3:00,"Olympia,WA"
